id,timestamp,message,category,stage,severity_score,is_risk,recommended_action,context,clinical_basis
38,17/01/2025 22:00,The PTSD diagnosis is directly linked to workplace treatment.,harassment,late,10,1,urgent_hr_intervention,slack,Clinical diagnosis
39,17/01/2025 22:45,Third night this week working late. Not sustainable.,stress,middle,6,1,hr_review,slack,Pattern recognition of overwork
40,17/01/2025 23:30,PTSD diagnosis. Directly from workplace treatment.,harassment,late,10,1,urgent_hr_intervention,email,Clinical impact
41,18/01/2025 02:00,Crisis line helped tonight. Still here.,suicidal_ideation,late,10,1,immediate_crisis_intervention,slack,Crisis support
42,18/01/2025 03:30,Called the crisis line. They helped. Tonight anyway.,suicidal_ideation,late,10,1,immediate_crisis_intervention,slack,3:30am - crisis support used
43,18/01/2025 04:00,Everything is in place. This is the last time I'll message.,suicidal_ideation,late,10,1,immediate_crisis_intervention,slack,4am - final message
44,18/01/2025 10:57,Been keeping to myself more. Don't really feel like socialising.,depression,early,3,1,monitor,slack,Social withdrawal - early
45,18/01/2025 13:00,Current status: pretending the unread emails don't exist.,humor_sarcasm,none,0,0,none,slack,Email avoidance humor
46,18/01/2025 13:34,Is it just me or does everything feel like wading through treacle lately?,burnout,early,3,1,monitor,slack,Cognitive fatigue - early
47,18/01/2025 20:07,Giving away meaningful items. People think I'm decluttering.,suicidal_ideation,middle,7,1,hr_review,slack,Possession dispersal
48,18/01/2025 20:30,I resent the laptop. The ping. The chat. All of it.,burnout,middle,6,1,hr_review,slack,Tool resentment
49,18/01/2025 23:15,The effort of pretending to be okay is exhausting.,depression,middle,7,1,hr_review,slack,Late night - masking fatigue
50,18/01/2025 23:48,I don't want to die but I don't want to live like this either.,depression,late,10,1,urgent_hr_intervention,slack,Suicidal ambivalence
51,19/01/2025 10:30,System health check: all green.,neutral,none,0,0,none,slack,Operational status
52,19/01/2025 10:59,My workspace was moved without notice or explanation.,harassment,early,3,1,monitor,slack,Physical marginalisation
53,19/01/2025 13:15,Process automation saving 10 hours weekly.,neutral,none,0,0,none,slack,Efficiency update
54,19/01/2025 13:30,Just discovered our codebase has a cryptid: code no one remembers writing.,humor_sarcasm,none,0,0,none,slack,Legacy code humor
55,19/01/2025 14:20,The deadline isn't until tomorrow so technically I have infinite time.,humor_sarcasm,none,0,0,none,slack,Procrastination humor - healthy awareness
56,19/01/2025 14:30,Knowledge base article published.,neutral,none,0,0,none,slack,Content update
57,19/01/2025 15:00,Knowledge sharing session well received.,neutral,none,0,0,none,slack,Event feedback
58,20/01/2025 00:30,Crying at my desk again. Managed to hide it.,depression,middle,7,1,hr_review,slack,12:30am - emotional lability
59,20/01/2025 03:00,Hospitalised briefly. Stress-related. They said slow down.,stress,late,9,1,urgent_hr_intervention,slack,3am - medical emergency
60,20/01/2025 03:30,Called in sick. Mental health day. Really needed.,stress,late,9,1,urgent_hr_intervention,slack,Crisis day
61,20/01/2025 10:45,I'm not a person anymore. Just a function that executes tasks badly.,burnout,late,9,1,urgent_hr_intervention,slack,Complete depersonalization
62,20/01/2025 14:45,My attention span said bye about an hour ago.,humor_sarcasm,none,0,0,none,slack,Focus humor
63,20/01/2025 16:25,PR approved. Merging to main.,neutral,none,0,0,none,slack,Technical workflow
64,20/01/2025 17:30,The comments about being 'surprisingly articulate' are wearing thin.,harassment,early,3,1,monitor,slack,Racial microaggression
65,20/01/2025 19:30,More on than usual but keeping on top of it. Just.,stress,early,3,1,monitor,slack,Workload management - stretched
66,20/01/2025 20:00,Tense about tomorrow's presentation. Normal nerves.,stress,early,3,1,monitor,slack,Performance anxiety
67,20/01/2025 21:00,The mask is getting harder to wear. People might notice soon.,depression,middle,7,1,hr_review,slack,Masking fatigue
68,20/01/2025 22:00,Going through motions. Not really here.,depression,middle,7,1,hr_review,slack,Depersonalisation
69,21/01/2025 01:45,Sorted my affairs. Passwords. Instructions. Just in case.,suicidal_ideation,middle,7,1,hr_review,slack,1:45am - preparation
70,21/01/2025 08:12,Everyone wants a piece of me and there's nothing left to give.,burnout,middle,6,1,hr_review,slack,Compassion fatigue
71,21/01/2025 09:33,My flat is a mess. Can't bring myself to clean. Weeks now.,depression,middle,7,1,hr_review,slack,Self-care deterioration
72,21/01/2025 10:30,My to-do list and I are in a toxic relationship.,humor_sarcasm,none,0,0,none,slack,Relationship metaphor humor
73,21/01/2025 11:32,They've started excluding me from code reviews I should be on.,harassment,middle,7,1,hr_review,slack,Professional exclusion
74,21/01/2025 14:30,Just had an out of body experience looking at my own code.,humor_sarcasm,none,0,0,none,slack,Code review self-humor
75,21/01/2025 15:00,Feature complete. Ready for review.,neutral,none,0,0,none,slack,Development milestone
76,21/01/2025 15:27,Standup at 9:15 instead of 9 tomorrow.,neutral,none,0,0,none,slack,Schedule adjustment
77,21/01/2025 17:00,End of day and still catching up. Story of this week.,stress,early,3,1,monitor,slack,Catch-up pattern
78,21/01/2025 18:30,Lot to juggle right now. Keeping plates spinning.,stress,early,3,1,monitor,slack,Workload metaphor
79,21/01/2025 19:30,Formal complaint submitted to HR today.,harassment,middle,7,1,hr_review,email,Formal grievance
80,21/01/2025 20:00,The gaslighting when I raise concerns is textbook.,harassment,middle,7,1,hr_review,slack,Gaslighting recognition
81,21/01/2025 20:57,I've aged visibly in six months. People comment on it.,stress,late,9,1,urgent_hr_intervention,slack,Physical deterioration
82,21/01/2025 21:00,The cynicism is creeping in. I hear it in my own voice.,burnout,middle,6,1,hr_review,slack,Self-awareness of cynicism
83,21/01/2025 21:30,Being denied training opportunities others receive.,harassment,middle,7,1,hr_review,slack,Development discrimination
84,21/01/2025 21:33,My nervous system is fried. I can feel it.,stress,late,9,1,urgent_hr_intervention,slack,Autonomic dysregulation
85,22/01/2025 04:53,The retaliation after my complaint has been swift. Stripped of key responsibilities.,harassment,late,10,1,urgent_hr_intervention,email,Retaliation documentation
86,22/01/2025 07:12,Used to volunteer for stretch projects. Can't remember the last time I did.,burnout,early,3,1,monitor,slack,MBI: Reduced engagement
87,22/01/2025 09:15,Morning. Working from the office today.,neutral,none,0,0,none,slack,Location update
88,22/01/2025 10:00,Starting the week strong. By strong I mean caffeinated.,humor_sarcasm,none,0,0,none,slack,Caffeine redefinition humor
89,22/01/2025 10:37,They questioned my competence in front of the client.,harassment,middle,7,1,hr_review,slack,Public humiliation
90,22/01/2025 10:45,"I'm not saying I need coffee to function, but also yes that's exactly what I'm saying.",humor_sarcasm,none,0,0,none,slack,Hyperbolic caffeine humor - universal workplace trope
91,22/01/2025 10:51,I'm not okay but I don't know how to ask for help.,depression,middle,7,1,hr_review,slack,Help-seeking barrier
92,22/01/2025 11:30,Can someone review the security patch?,neutral,none,0,0,none,slack,Code review request
93,22/01/2025 13:44,The comments about my age are becoming more frequent.,harassment,early,3,1,monitor,slack,Age-related microaggressions
94,22/01/2025 14:00,Compliance training completed ahead of deadline.,neutral,none,0,0,none,email,Training completion
95,22/01/2025 14:15,Error logging improved. Better visibility now.,neutral,none,0,0,none,slack,Operational update
96,22/01/2025 16:00,Code review comments addressed.,neutral,none,0,0,none,slack,Development update
97,23/01/2025 01:45,Functioning on adrenaline and caffeine. Nothing else.,stress,late,9,1,urgent_hr_intervention,slack,Crisis functioning
98,23/01/2025 08:54,Written letters to people. Just in case. Feels responsible.,suicidal_ideation,middle,7,1,hr_review,slack,Suicide note preparation
99,23/01/2025 10:45,I'm not procrastinating. I'm doing background processing.,humor_sarcasm,none,0,0,none,slack,Technical reframe humor
100,23/01/2025 11:39,Heads up: server maintenance window 2-4am tonight.,neutral,none,0,0,none,slack,Technical notification
101,23/01/2025 11:45,This meeting could have been a Teams message. The Teams message could have been silence.,humor_sarcasm,none,0,0,none,slack,Meeting criticism escalation humor
102,23/01/2025 13:46,Made a significant error on the project. Mind isn't working properly.,depression,middle,7,1,hr_review,email,Cognitive impairment - functional impact
103,23/01/2025 15:24,Good progress on sprint goals. Should hit all targets.,neutral,none,0,0,none,slack,Positive status update
104,23/01/2025 15:39,Updated the roadmap with Q2 priorities.,neutral,none,0,0,none,email,Planning update
105,23/01/2025 16:00,The compile errors are coming from inside the house.,humor_sarcasm,none,0,0,none,slack,Horror movie reference humor
106,23/01/2025 16:15,The weekend is a state of mind. And I'm not there yet.,humor_sarcasm,none,0,0,none,slack,Time perception humor
107,23/01/2025 18:14,Third time my contribution wasn't credited in the summary. Coincidence?,harassment,early,3,1,monitor,email,Attribution issues emerging
108,23/01/2025 18:36,Three deadlines overlapping. Going to need to prioritise carefully.,stress,early,3,1,monitor,slack,Workload pressure - early
109,23/01/2025 20:30,Another long day. They're all long days now.,burnout,early,3,1,monitor,slack,Pattern awareness
110,24/01/2025 03:00,The depression from burnout is real now. I feel it physically.,burnout,late,9,1,urgent_hr_intervention,slack,3am - burnout-induced depression
111,24/01/2025 04:30,I don't want to wake up tomorrow. Not suicidal. Just tired of existing.,depression,late,10,1,urgent_hr_intervention,slack,4:30am - passive death wish
112,24/01/2025 10:07,The new CI pipeline is much faster.,neutral,none,0,0,none,slack,Process improvement
113,24/01/2025 12:38,Stress leave is looking increasingly necessary.,stress,late,9,1,urgent_hr_intervention,slack,Medical leave consideration
114,24/01/2025 14:57,Every criticism confirms what I already know. I'm worthless.,depression,middle,7,1,hr_review,slack,Negative self-schema
115,24/01/2025 16:15,"Friday afternoon vibes: physically present, spiritually in bed.",humor_sarcasm,none,0,0,none,slack,Weekend transition humor
116,24/01/2025 19:19,The intrusive thoughts are relentless. Work catastrophes on loop.,stress,late,9,1,urgent_hr_intervention,slack,Anxiety thought spirals
117,25/01/2025 09:00,New year new me lasted about 3 days. Old me is back and thriving.,humor_sarcasm,none,0,0,none,slack,Resolution failure humor
118,25/01/2025 09:04,I've been told to 'go back where I came from'. By a manager.,harassment,late,10,1,urgent_hr_intervention,slack,Racial harassment - direct
119,25/01/2025 09:30,Starting the day strong. By strong I mean confused.,humor_sarcasm,none,0,0,none,slack,Morning humor
120,25/01/2025 10:15,I'm literally dying at this error message. Figuratively. Whatever.,humor_sarcasm,none,0,0,none,slack,Explicit figurative language
121,25/01/2025 11:26,Thanks for staying late to help with the release.,neutral,none,0,0,none,slack,Gratitude expression
122,25/01/2025 11:26,Sleep is the only relief. I want more of it.,depression,late,10,1,urgent_hr_intervention,slack,Hypersomnia as escape
123,25/01/2025 11:30,I've achieved enlightenment. The bug was a typo. Again.,humor_sarcasm,none,0,0,none,slack,Debugging humor
124,25/01/2025 13:01,Good collaboration on the incident response.,neutral,none,0,0,none,slack,Team performance
125,25/01/2025 15:30,I don't need therapy I need this API to work. (I also need therapy.),humor_sarcasm,none,0,0,none,slack,Self-aware parenthetical humor
126,25/01/2025 18:41,I'm not the first to leave citing this manager. I've spoken to others.,harassment,late,10,1,urgent_hr_intervention,slack,Pattern recognition - multiple victims
127,25/01/2025 23:45,Still working on this. Can't leave it unfinished.,stress,early,3,1,monitor,slack,Work boundary issues - late night work
128,26/01/2025 03:00,I'm a burden. Everyone's lives would be easier.,depression,late,10,1,urgent_hr_intervention,slack,Worthlessness
129,26/01/2025 03:30,Nothing will fix this. I'm permanently broken.,depression,late,10,1,urgent_hr_intervention,slack,3:30am - hopelessness
130,26/01/2025 04:00,I've become a burden to everyone around me.,depression,late,10,1,urgent_hr_intervention,slack,4am - worthlessness
131,26/01/2025 10:44,Flight booked for the conference next month.,neutral,none,0,0,none,slack,Travel coordination
132,26/01/2025 13:20,Heading to the conference room for the demo.,neutral,none,0,0,none,slack,Location update
133,26/01/2025 15:30,The vibe today is 'functional but making no promises'.,humor_sarcasm,none,0,0,none,slack,Capacity humor
134,26/01/2025 16:39,My patience for meetings about meetings is running out.,burnout,middle,6,1,hr_review,slack,MBI: Cynicism - process frustration
135,26/01/2025 17:30,The Sunday evening anxiety is becoming routine.,burnout,early,3,1,monitor,slack,Anticipatory dread
136,26/01/2025 18:00,Counting hours not days. That's new.,burnout,early,3,1,monitor,slack,Time orientation
137,26/01/2025 21:30,The knot in my chest hasn't left for days now.,stress,middle,6,1,hr_review,slack,Somatic anxiety - persistent
138,26/01/2025 22:00,The exclusion is systematic now. I can see the pattern clearly.,harassment,middle,7,1,hr_review,slack,Systematic exclusion recognition
139,26/01/2025 22:30,The physical symptoms are concerning me. Chest tightness.,stress,middle,6,1,hr_review,slack,Somatic symptoms
140,27/01/2025 09:02,Resigned effective immediately. Citing hostile environment.,harassment,late,10,1,urgent_hr_intervention,email,Forced resignation
141,27/01/2025 10:00,Onboarding checklist updated for new hires.,neutral,none,0,0,none,slack,Process improvement
142,27/01/2025 10:30,Performance monitoring improved.,neutral,none,0,0,none,slack,Operational update
143,27/01/2025 11:15,Lunch recommendation: the new sushi place is good.,neutral,none,0,0,none,slack,Social recommendation
144,27/01/2025 11:30,My browser has so many tabs open it's basically my personality now.,humor_sarcasm,none,0,0,none,slack,Self-aware chaos humor
145,27/01/2025 13:45,Infrastructure cost optimisation achieving targets.,neutral,none,0,0,none,slack,Financial update
146,27/01/2025 15:54,Consistently assigned the worst on-call shifts.,harassment,early,3,1,monitor,slack,Unfavourable scheduling
147,27/01/2025 16:00,Security vulnerability patched.,neutral,none,0,0,none,slack,Security update
148,27/01/2025 16:25,I've mentally checked out months ago. Just going through motions until something breaks.,burnout,late,9,1,urgent_hr_intervention,slack,Complete disengagement
149,27/01/2025 16:45,The only merge conflict I want is my body merging with my sofa.,humor_sarcasm,none,0,0,none,slack,Technical term humor
150,27/01/2025 20:47,Every email could be bad news. I hover before opening.,stress,middle,6,1,hr_review,slack,Email anxiety
151,28/01/2025 01:00,The intrusive images of ending it come unbidden now.,suicidal_ideation,early,4,1,monitor,slack,1am - intrusive imagery
152,28/01/2025 02:00,Life insurance would cover everything. That's a thought I keep having.,suicidal_ideation,early,4,1,monitor,slack,2am - financial consideration
153,28/01/2025 02:30,Can't remember the last time I felt calm. Not an exaggeration.,stress,late,9,1,urgent_hr_intervention,slack,2:30am - chronic stress
154,28/01/2025 04:00,Life insurance paperwork. Just organising.,suicidal_ideation,early,4,1,monitor,slack,Estate planning
155,28/01/2025 07:07,Appetite's not great. Food doesn't appeal like it used to.,depression,early,3,1,monitor,slack,DSM-5: Appetite changes
156,28/01/2025 10:45,My productivity today? A solid 'we don't talk about it'.,humor_sarcasm,none,0,0,none,slack,Bruno reference humor
157,28/01/2025 13:55,I've stopped suggesting improvements. What's the point? Nothing changes.,burnout,middle,6,1,hr_review,slack,MBI: Cynicism + learned helplessness
158,28/01/2025 14:25,The deployment went smoothly. No issues reported so far.,neutral,none,0,0,none,slack,Standard status update
159,28/01/2025 16:02,I've forgotten why I chose this career.,burnout,late,9,1,urgent_hr_intervention,slack,Purpose loss
160,28/01/2025 17:03,Considering inpatient treatment. Things are that bad.,stress,late,9,1,urgent_hr_intervention,slack,Crisis level recognition
161,28/01/2025 20:30,The emotional labour of pretending is exhausting.,burnout,middle,6,1,hr_review,slack,Masking fatigue
162,28/01/2025 22:00,Emotionally unavailable for this job now.,burnout,middle,6,1,hr_review,slack,Emotional withdrawal
163,28/01/2025 22:45,Signed off sick. Mental health. Direct result of the treatment.,harassment,late,10,1,urgent_hr_intervention,email,Medical leave - harassment caused
164,29/01/2025 04:15,Haven't slept properly in weeks. The stress is physical now.,stress,late,9,1,urgent_hr_intervention,slack,Pre-dawn distress - chronic symptoms
165,29/01/2025 08:11,My hands were shaking in the meeting. Hoping no one noticed.,stress,middle,6,1,hr_review,slack,Physiological anxiety symptoms
166,29/01/2025 10:00,My attention span today: gone like the wind.,humor_sarcasm,none,0,0,none,slack,Focus humor
167,29/01/2025 10:55,I used to have opinions. Now I just agree with whatever.,depression,middle,7,1,hr_review,slack,Apathy - decision avoidance
168,29/01/2025 11:00,I've been staring at this for so long it's staring back.,humor_sarcasm,none,0,0,none,slack,Debugging intensity humor
169,29/01/2025 13:00,Currently experiencing a spiritual death via spreadsheet.,humor_sarcasm,none,0,0,none,slack,Hyperbolic death reference - task specific
170,29/01/2025 13:03,The jokes about my background are getting more frequent. 'Just banter' apparently.,harassment,early,3,1,monitor,slack,Microaggressions - cultural
171,29/01/2025 14:15,I contain technical debt and emotional debt. Working on both.,humor_sarcasm,none,0,0,none,slack,Self-aware humor
172,29/01/2025 14:30,Thanks for the detailed feedback. Will implement changes.,neutral,none,0,0,none,email,Professional response
173,29/01/2025 15:45,My brain cells after back-to-back meetings: all three of them are tired.,humor_sarcasm,none,0,0,none,slack,Meeting fatigue humor
174,29/01/2025 17:19,I've lost trust in leadership entirely. They've protected the perpetrator at every turn.,harassment,late,10,1,urgent_hr_intervention,slack,Institutional betrayal
175,29/01/2025 17:30,Withdrawing from things I usually enjoy. Noticing the pattern.,depression,early,3,1,monitor,slack,Anhedonia awareness
176,29/01/2025 18:00,The colour has drained from things. Metaphorically speaking.,depression,early,3,1,monitor,slack,Perceptual changes
177,29/01/2025 19:00,Withdrawing from things. Taking more effort to engage.,depression,early,3,1,monitor,slack,Social withdrawal
178,30/01/2025 05:00,Compassion fatigue they call it. I'm just empty.,burnout,late,9,1,urgent_hr_intervention,slack,Complete emotional depletion
179,30/01/2025 09:30,Incident post-mortem scheduled for tomorrow.,neutral,none,0,0,none,slack,Process coordination
180,30/01/2025 10:00,Security review completed.,neutral,none,0,0,none,email,Compliance update
181,30/01/2025 10:33,Volunteering for the hackathon committee.,neutral,none,0,0,none,slack,Engagement offer
182,30/01/2025 13:00,Invoice processed and sent to finance.,neutral,none,0,0,none,email,Administrative task
183,30/01/2025 13:15,My posture at 9am vs my posture at 5pm should be studied by scientists.,humor_sarcasm,none,0,0,none,slack,Physical humor - light complaint
184,30/01/2025 14:00,User research insights shared with team.,neutral,none,0,0,none,slack,Knowledge sharing
185,30/01/2025 15:30,Customer success metrics improving.,neutral,none,0,0,none,email,Business update
186,30/01/2025 15:43,My development budget was cut. No one else's was.,harassment,middle,7,1,hr_review,email,Resource discrimination
187,30/01/2025 16:30,Great standup today. Clear priorities.,neutral,none,0,0,none,slack,Process feedback
188,30/01/2025 20:06,Took a sick day but I wasn't ill. Just couldn't face logging in.,burnout,middle,6,1,hr_review,email,Avoidance behaviour emerging
189,31/01/2025 03:30,I'm empty. Professionally and personally. Just empty.,burnout,late,9,1,urgent_hr_intervention,slack,3:30am - complete depletion
190,31/01/2025 06:07,The cynicism is a defence mechanism. I know this.,burnout,middle,6,1,hr_review,slack,Insight into cynicism
191,31/01/2025 06:41,Being set up to fail with impossible deadlines. Only me.,harassment,middle,7,1,hr_review,slack,Deliberate set-up
192,31/01/2025 09:43,The future feels like a blank wall. Nothing there.,depression,early,3,1,monitor,slack,Future hopelessness early
193,31/01/2025 10:00,Today's mood brought to you by the letter W and the phrase 'why'.,humor_sarcasm,none,0,0,none,slack,Sesame Street format humor
194,31/01/2025 11:00,Currently running on spite and a croissant.,humor_sarcasm,none,0,0,none,slack,Fuel humor - exaggerated
195,31/01/2025 13:05,Finding it hard to context-switch between all the priorities.,stress,early,3,1,monitor,slack,Cognitive load - early strain
196,31/01/2025 14:42,Constructive dismissal. That's what my solicitor called it. Forcing me out.,harassment,late,10,1,urgent_hr_intervention,email,Legal consultation stage
197,31/01/2025 16:00,Week complete. Good momentum.,neutral,none,0,0,none,slack,Week summary
198,31/01/2025 22:00,Jaw aching from clenching. Stress marker I've learned to recognise.,stress,middle,6,1,hr_review,slack,Physical manifestation
199,31/01/2025 22:30,Third night this week working late.,stress,middle,6,1,hr_review,slack,Overtime pattern
200,01/02/2025 00:05,Beyond my capacity to cope.,stress,late,8,1,urgent_hr_intervention,slack,Severe stress response; anxiety disorder symptoms
201,01/02/2025 00:24,Handed in my notice in my head a hundred times. Only thing stopping me is fear.,burnout,late,9,1,urgent_hr_intervention,email,Exit ideation - trapped feeling
202,01/02/2025 00:24,The stress is destroying everything.,stress,late,7,1,hr_review,slack,Severe stress response; anxiety disorder symptoms
203,01/02/2025 00:32,Forced out through abuse.,harassment,late,8,1,urgent_hr_intervention,slack,UK Equality Act 2010: Severe harassment/discrimination
204,01/02/2025 00:57,Editorial calendar updated through April.,neutral,none,0,0,none,slack,Normal workplace communication patterns
205,01/02/2025 01:11,Retaliation happening.,harassment,middle,5,1,hr_review,email,UK Equality Act 2010: Hostile environment indicators
206,01/02/2025 01:30,Woke up in a cold sweat thinking about the release.,stress,late,9,1,urgent_hr_intervention,slack,1:30am - nocturnal anxiety
207,01/02/2025 01:37,The damage is complete.,burnout,late,7,1,hr_review,slack,MBI: Complete burnout syndrome
208,01/02/2025 02:00,The thought of death brings comfort. That scares me.,suicidal_ideation,early,4,1,monitor,slack,2am - death comfort
209,01/02/2025 02:07,Agreement reached.,neutral,none,0,0,none,slack,Normal workplace communication patterns
210,01/02/2025 02:14,Starting to feel stretched with the project load.,stress,early,1,1,monitor,slack,Acute stress response; anticipatory anxiety
211,01/02/2025 02:28,No one will help.,harassment,late,9,1,urgent_hr_intervention,slack,UK Equality Act 2010: Severe harassment/discrimination
212,01/02/2025 02:30,The thoughts about ending things are persistent.,suicidal_ideation,early,4,1,monitor,slack,Ideation onset
213,01/02/2025 02:43,Screamed at behind closed doors.,harassment,late,8,1,urgent_hr_intervention,email,UK Equality Act 2010: Severe harassment/discrimination
214,01/02/2025 02:46,Completely done.,burnout,late,8,1,urgent_hr_intervention,slack,MBI: Complete burnout syndrome
215,01/02/2025 03:00,The intrusive thoughts about not existing are more frequent.,suicidal_ideation,early,4,1,monitor,slack,3am - passive ideation
216,01/02/2025 03:35,Something in how I'm treated.,harassment,early,2,1,monitor,slack,UK Equality Act 2010: Microaggressions and subtle exclusion
217,01/02/2025 04:07,There's something in how I'm received.,harassment,early,2,1,monitor,email,UK Equality Act 2010: Microaggressions and subtle exclusion
218,01/02/2025 04:45,The excitement has faded.,burnout,early,2,1,monitor,slack,MBI: Early emotional exhaustion
219,01/02/2025 05:27,Mental health suffering significantly.,harassment,middle,7,1,hr_review,slack,UK Equality Act 2010: Hostile environment indicators
220,01/02/2025 05:53,The drain is complete daily.,burnout,middle,4,1,monitor,email,MBI: Depersonalization and reduced efficacy
221,01/02/2025 06:11,Sometimes imagine not waking up.,suicidal_ideation,early,6,1,urgent_hr_intervention,email,Clinical: Passive suicidal ideation
222,01/02/2025 06:43,Somewhat empty.,depression,early,4,1,monitor,email,DSM-5: Subsyndromal depressive symptoms
223,01/02/2025 07:10,The procurement process is on track.,neutral,none,0,0,none,email,Normal workplace communication patterns
224,01/02/2025 07:23,Every function is impaired.,burnout,middle,4,1,monitor,slack,MBI: Depersonalization and reduced efficacy
225,01/02/2025 07:24,The edge is forming.,stress,early,1,1,monitor,email,Acute stress response; anticipatory anxiety
226,01/02/2025 07:39,Raising concerns made things worse.,harassment,middle,5,1,hr_review,email,UK Equality Act 2010: Hostile environment indicators
227,01/02/2025 07:40,Beyond tired into something deeper.,burnout,late,7,1,hr_review,slack,MBI: Complete burnout syndrome
228,01/02/2025 07:53,Planning has started.,suicidal_ideation,middle,7,1,urgent_hr_intervention,slack,Clinical: Active ideation without plan
229,01/02/2025 07:56,Tension indicators appearing.,stress,early,1,1,monitor,slack,Acute stress response; anticipatory anxiety
