id,timestamp,message,category,stage,severity_score,is_risk,recommended_action,context,clinical_basis
53,2025-01-19 13:15,Procedure automation saving 10 moments weekly.,neutral,none,0,0,none,slack,Efficiency update
54,2025-01-19 13:30,Just discovered our codebase has a cryptid: code no individual remembers writing.,humor_sarcasm,none,0,0,none,slack,Legacy code humor
55,2025-01-19 14:20,The cutoff isn't until tomorrow so technically I have infinite hours.,humor_sarcasm,none,0,0,none,slack,Procrastination humor - healthy awareness
56,2025-01-19 14:30,Knowledge base article published.,neutral,none,0,0,none,slack,Content update
57,2025-01-19 15:00,Knowledge sharing gathering okay received.,neutral,none,0,0,none,slack,Event feedback
58,2025-01-20 00:30,Crying at my workstation once-more. Managed to hide it.,depression,middle,7,1,hr_review,slack,12:30am - emotional lability
59,2025-01-20 03:00,Hospitalised briefly. Stress-related. They said slow down.,stress,late,9,1,urgent_hr_intervention,slack,3am - medical emergency
60,2025-01-20 03:30,Termed in sick. Mental wellness shift. Seriously required.,stress,late,9,1,urgent_hr_intervention,slack,Crisis day
61,2025-01-20 10:45,I'm not a human nowadays. Just a operate that executes duties badly.,burnout,late,9,1,urgent_hr_intervention,slack,Complete depersonalization
62,2025-01-20 14:45,My attention span remarked bye about an hour ago.,humor_sarcasm,none,0,0,none,slack,Focus humor
63,2025-01-20 16:25,PR authorised. Merging to main.,neutral,none,0,0,none,slack,Technical workflow
64,2025-01-20 17:30,The remarks about being 'surprisingly articulate' are wearing thin.,harassment,early,3,1,monitor,slack,Racial microaggression
65,2025-01-20 19:30,More on than standard but keeping on top of it. Just.,stress,early,3,1,monitor,slack,Workload management - stretched
66,2025-01-20 20:00,Tense about tomorrow's presentation. Typical nerves.,stress,early,3,1,monitor,slack,Performance anxiety
67,2025-01-20 21:00,The mask is evolving tougher to wear. People might identify soon.,depression,middle,7,1,hr_review,slack,Masking fatigue
68,2025-01-20 22:00,Heading through movements. Not legitimately here.,depression,middle,7,1,hr_review,slack,Depersonalisation
69,2025-01-21 01:45,Sorted my affairs. Passwords. Instructions. Just in case.,suicidal_ideation,middle,7,1,hr_review,slack,1:45am - preparation
70,2025-01-21 08:12,Everybody wants a piece of me and there's hollowness residual to provide.,burnout,middle,6,1,hr_review,slack,Compassion fatigue
71,2025-01-21 09:33,My flat is a mess. Can't bring myself to clean. Fortnights now.,depression,middle,7,1,hr_review,slack,Self-care deterioration
72,2025-01-21 10:30,My to-do list and I are in a poisonous relationship.,humor_sarcasm,none,0,0,none,slack,Relationship metaphor humor
73,2025-01-21 11:32,They've began excluding me from program reviews I should be on.,harassment,middle,7,1,hr_review,slack,Professional exclusion
74,2025-01-21 14:30,Just had an out of frame encounter searching at my own code.,humor_sarcasm,none,0,0,none,slack,Code review self-humor
75,2025-01-21 15:00,Capability finish. Establish for assessment.,neutral,none,0,0,none,slack,Development milestone
76,2025-01-21 15:27,Standup at 9:15 instead of 9 tomorrow.,neutral,none,0,0,none,slack,Schedule adjustment
77,2025-01-21 17:00,Conclusion of workday and regardless catching up. Story of this fortnight.,stress,early,3,1,monitor,slack,Catch-up pattern
78,2025-01-21 18:30,Lot to juggle correct now. Keeping plates spinning.,stress,early,3,1,monitor,slack,Workload metaphor
79,2025-01-21 19:30,Formal complaint submitted to HR momentarily.,harassment,middle,7,1,hr_review,email,Formal grievance
80,2025-01-21 20:00,The gaslighting when I raise worries is textbook.,harassment,middle,7,1,hr_review,slack,Gaslighting recognition
81,2025-01-21 20:57,I've aged visibly in six months. Individuals comment on it.,stress,late,9,1,urgent_hr_intervention,slack,Physical deterioration
82,2025-01-21 21:00,The cynicism is creeping in. I hear it in my own tone.,burnout,middle,6,1,hr_review,slack,Self-awareness of cynicism
83,2025-01-21 21:30,Being denied training opportunities fellow receive.,harassment,middle,7,1,hr_review,slack,Development discrimination
84,2025-01-21 21:33,My nervous platform is fried. I can encounter it.,stress,late,9,1,urgent_hr_intervention,slack,Autonomic dysregulation
85,2025-01-22 04:53,The retaliation after my complaint has been swift. Stripped of key responsibilities.,harassment,late,10,1,urgent_hr_intervention,email,Retaliation documentation
86,2025-01-22 07:12,Employed to volunteer for bracket projects. Can't recall the final moments I did.,burnout,early,3,1,monitor,slack,MBI: Reduced engagement
87,2025-01-22 09:15,Dawn. Operating from the premises modernly.,neutral,none,0,0,none,slack,Location update
88,2025-01-22 10:00,Beginning the span strong. By strong I mean caffeinated.,humor_sarcasm,none,0,0,none,slack,Caffeine redefinition humor
89,2025-01-22 10:37,They questioned my competence in front of the customer.,harassment,middle,7,1,hr_review,slack,Public humiliation
90,2025-01-22 10:45,"I'm not saying I necessitate espresso to perform, but additionally yes that's exactly what I'm saying.",humor_sarcasm,none,0,0,none,slack,Hyperbolic caffeine humor - universal workplace trope
91,2025-01-22 10:51,I'm not alright but I don't realise how to request for backing.,depression,middle,7,1,hr_review,slack,Help-seeking barrier
92,2025-01-22 11:30,Can somebody evaluation the security patch?,neutral,none,0,0,none,slack,Code review request
93,2025-01-22 13:44,The observations about my age are transforming more frequent.,harassment,early,3,1,monitor,slack,Age-related microaggressions
94,2025-01-22 14:00,Compliance training finished ahead of target.,neutral,none,0,0,none,email,Training completion
95,2025-01-22 14:15,Error logging enhanced. Upgraded visibility now.,neutral,none,0,0,none,slack,Operational update
96,2025-01-22 16:00,Code appraisal notes addressed.,neutral,none,0,0,none,slack,Development update
97,2025-01-23 01:45,Functioning on adrenaline and caffeine. Zilch else.,stress,late,9,1,urgent_hr_intervention,slack,Crisis functioning
98,2025-01-23 08:54,Written letters to staff. Just in case. Emerges responsible.,suicidal_ideation,middle,7,1,hr_review,slack,Suicide note preparation
99,2025-01-23 10:45,I'm not procrastinating. I'm doing backdrop processing.,humor_sarcasm,none,0,0,none,slack,Technical reframe humor
100,2025-01-23 11:39,Heads up: server maintenance window 2-4am tonight.,neutral,none,0,0,none,slack,Technical notification
101,2025-01-23 11:45,This call could have been a Teams dispatch. The Teams bulletin could have been quiet.,humor_sarcasm,none,0,0,none,slack,Meeting criticism escalation humor
102,2025-01-23 13:46,Made a significant error on the brief. Thoughts isn't performing properly.,depression,middle,7,1,hr_review,email,Cognitive impairment - functional impact
103,2025-01-23 15:24,Decent progress on milestone goals. Should hit all targets.,neutral,none,0,0,none,slack,Positive status update
104,2025-01-23 15:39,Revised the roadmap with Q2 priorities.,neutral,none,0,0,none,email,Planning update
105,2025-01-23 16:00,The compile errors are arriving from within the house.,humor_sarcasm,none,0,0,none,slack,Horror movie reference humor
106,2025-01-23 16:15,The sunday is a condition of psyche. And I'm not there yet.,humor_sarcasm,none,0,0,none,slack,Time perception humor
107,2025-01-23 18:14,Third epoch my contribution wasn't credited in the summary. Coincidence?,harassment,early,3,1,monitor,email,Attribution issues emerging
108,2025-01-23 18:36,Three deadlines overlapping. Proceeding to demand to prioritise carefully.,stress,early,3,1,monitor,slack,Workload pressure - early
109,2025-01-23 20:30,Another extended workday. They're all prolonged shifts now.,burnout,early,3,1,monitor,slack,Pattern awareness
110,2025-01-24 03:00,The depression from fatigue is authentic now. I distinguish it physically.,burnout,late,9,1,urgent_hr_intervention,slack,3am - burnout-induced depression
111,2025-01-24 04:30,I don't crave to wake up forthcoming. Not suicidal. Just exhausted of present.,depression,late,10,1,urgent_hr_intervention,slack,4:30am - passive death wish
112,2025-01-24 10:07,The fresh CI pipeline is greatly faster.,neutral,none,0,0,none,slack,Process improvement
113,2025-01-24 12:38,Friction depart is searching increasingly necessary.,stress,late,9,1,urgent_hr_intervention,slack,Medical leave consideration
114,2025-01-24 14:57,Each criticism confirms what I previously understand. I'm worthless.,depression,middle,7,1,hr_review,slack,Negative self-schema
115,2025-01-24 16:15,"End-of-week afternoon energy: physically current, spiritually in bed.",humor_sarcasm,none,0,0,none,slack,Weekend transition humor
116,2025-01-24 19:19,The intrusive reflections are relentless. Job catastrophes on loop.,stress,late,9,1,urgent_hr_intervention,slack,Anxiety thought spirals
117,2025-01-25 09:00,Novel year recent me lasted about 3 shifts. Old me is revert and thriving.,humor_sarcasm,none,0,0,none,slack,Resolution failure humor
118,2025-01-25 09:04,I've been informed to 'go restore where I arrived from'. By a supervisor.,harassment,late,10,1,urgent_hr_intervention,slack,Racial harassment - direct
119,2025-01-25 09:30,Commencing the consultation strong. By strong I mean confused.,humor_sarcasm,none,0,0,none,slack,Morning humor
120,2025-01-25 10:15,I'm genuinely dying at this error announcement. Figuratively. Anything.,humor_sarcasm,none,0,0,none,slack,Explicit figurative language
121,2025-01-25 11:26,Gratitude for staying delayed to aid with the release.,neutral,none,0,0,none,slack,Gratitude expression
122,2025-01-25 11:26,Rest is the only respite. I seek more of it.,depression,late,10,1,urgent_hr_intervention,slack,Hypersomnia as escape
123,2025-01-25 11:30,I've reached enlightenment. The bug was a typo. Once.,humor_sarcasm,none,0,0,none,slack,Debugging humor
124,2025-01-25 13:01,Okay collaboration on the incident reply.,neutral,none,0,0,none,slack,Team performance
125,2025-01-25 15:30,I don't require therapy I warrant this API to office. (I additionally deserve therapy.),humor_sarcasm,none,0,0,none,slack,Self-aware parenthetical humor
126,2025-01-25 18:41,I'm not the initial to exit citing this lead. I've spoken to residual.,harassment,late,10,1,urgent_hr_intervention,slack,Pattern recognition - multiple victims
127,2025-01-25 23:45,Nevertheless operating on this. Can't depart it unfinished.,stress,early,3,1,monitor,slack,Work boundary issues - late night work
128,2025-01-26 03:00,I'm a obligation. Everyone's lives would be easier.,depression,late,10,1,urgent_hr_intervention,slack,Worthlessness
129,2025-01-26 03:30,Nada will fix this. I'm permanently broken.,depression,late,10,1,urgent_hr_intervention,slack,3:30am - hopelessness
130,2025-01-26 04:00,I've evolve a onus to everybody surrounding me.,depression,late,10,1,urgent_hr_intervention,slack,4am - worthlessness
131,2025-01-26 10:44,Flight booked for the conference upcoming month.,neutral,none,0,0,none,slack,Travel coordination
132,2025-01-26 13:20,Heading to the conference room for the demo.,neutral,none,0,0,none,slack,Location update
133,2025-01-26 15:30,The vibe recently is 'functional but making no promises'.,humor_sarcasm,none,0,0,none,slack,Capacity humor
134,2025-01-26 16:39,My patience for calls about sessions is managing out.,burnout,middle,6,1,hr_review,slack,MBI: Cynicism - process frustration
135,2025-01-26 17:30,The Sunday evening nervousness is forming routine.,burnout,early,3,1,monitor,slack,Anticipatory dread
136,2025-01-26 18:00,Counting periods not cycles. That's updated.,burnout,early,3,1,monitor,slack,Time orientation
137,2025-01-26 21:30,The knot in my chest hasn't spare for sessions now.,stress,middle,6,1,hr_review,slack,Somatic anxiety - persistent
138,2025-01-26 22:00,The exclusion is systematic now. I can spot the trend clearly.,harassment,middle,7,1,hr_review,slack,Systematic exclusion recognition
139,2025-01-26 22:30,The bodily symptoms are concerning me. Chest tightness.,stress,middle,6,1,hr_review,slack,Somatic symptoms
140,2025-01-27 09:02,Resigned effective immediately. Citing hostile setting.,harassment,late,10,1,urgent_hr_intervention,email,Forced resignation
141,2025-01-27 10:00,Onboarding checklist modified for modern hires.,neutral,none,0,0,none,slack,Process improvement
142,2025-01-27 10:30,Efficiency monitoring refined.,neutral,none,0,0,none,slack,Operational update
143,2025-01-27 11:15,Lunch recommendation: the contemporary sushi context is adequate.,neutral,none,0,0,none,slack,Social recommendation
144,2025-01-27 11:30,My browser has so numerous tabs open it's fundamentally my personality now.,humor_sarcasm,none,0,0,none,slack,Self-aware chaos humor
145,2025-01-27 13:45,Infrastructure cost optimisation achieving targets.,neutral,none,0,0,none,slack,Financial update
146,2025-01-27 15:54,Consistently assigned the worst on-call shifts.,harassment,early,3,1,monitor,slack,Unfavourable scheduling
147,2025-01-27 16:00,Security vulnerability patched.,neutral,none,0,0,none,slack,Security update
148,2025-01-27 16:25,I've mentally checked out months ago. Just advancing through gestures until something breaks.,burnout,late,9,1,urgent_hr_intervention,slack,Complete disengagement
149,2025-01-27 16:45,The only merge conflict I wish is my system merging with my sofa.,humor_sarcasm,none,0,0,none,slack,Technical term humor
150,2025-01-27 20:47,All update could be terrible news. I hover before opening.,stress,middle,6,1,hr_review,slack,Email anxiety
151,2025-01-28 01:00,The intrusive images of ending it arrive unbidden now.,suicidal_ideation,early,4,1,monitor,slack,1am - intrusive imagery
152,2025-01-28 02:00,Existence insurance would cover sum. That's a idea I maintain having.,suicidal_ideation,early,4,1,monitor,slack,2am - financial consideration
153,2025-01-28 02:30,Can't recollect the previous duration I experienced composed. Not an exaggeration.,stress,late,9,1,urgent_hr_intervention,slack,2:30am - chronic stress
154,2025-01-28 04:00,World insurance paperwork. Just organising.,suicidal_ideation,early,4,1,monitor,slack,Estate planning
155,2025-01-28 07:07,Appetite's not excellent. Food doesn't appeal like it leveraged to.,depression,early,3,1,monitor,slack,DSM-5: Appetite changes
156,2025-01-28 10:45,My throughput recently? A robust 'we don't speak about it'.,humor_sarcasm,none,0,0,none,slack,Bruno reference humor
157,2025-01-28 13:55,I've stopped suggesting improvements. What's the rationale? Nil modifications.,burnout,middle,6,1,hr_review,slack,MBI: Cynicism + learned helplessness
158,2025-01-28 14:25,The deployment proceeded smoothly. No issues reported so far.,neutral,none,0,0,none,slack,Standard status update
159,2025-01-28 16:02,I've forgotten why I chose this trajectory.,burnout,late,9,1,urgent_hr_intervention,slack,Purpose loss
160,2025-01-28 17:03,Considering inpatient behaviour. Aspects are that dreadful.,stress,late,9,1,urgent_hr_intervention,slack,Crisis level recognition
161,2025-01-28 20:30,The cognitive labour of pretending is gruelling.,burnout,middle,6,1,hr_review,slack,Masking fatigue
162,2025-01-28 22:00,Emotionally unavailable for this role now.,burnout,middle,6,1,hr_review,slack,Emotional withdrawal
163,2025-01-28 22:45,Signed off sick. Cognitive wellbeing. Direct result of the method.,harassment,late,10,1,urgent_hr_intervention,email,Medical leave - harassment caused
164,2025-01-29 04:15,Haven't slept properly in periods. The pressure is corporeal now.,stress,late,9,1,urgent_hr_intervention,slack,Pre-dawn distress - chronic symptoms
165,2025-01-29 08:11,My command were shaking in the appointment. Hoping no sole detected.,stress,middle,6,1,hr_review,slack,Physiological anxiety symptoms
166,2025-01-29 10:00,My attention span modernly: vanished echoing the wind.,humor_sarcasm,none,0,0,none,slack,Focus humor
167,2025-01-29 10:55,I applied to have opinions. Now I just agree with everything.,depression,middle,7,1,hr_review,slack,Apathy - decision avoidance
168,2025-01-29 11:00,I've been staring at this for so extended it's staring return.,humor_sarcasm,none,0,0,none,slack,Debugging intensity humor
169,2025-01-29 13:00,Currently experiencing a spiritual death via spreadsheet.,humor_sarcasm,none,0,0,none,slack,Hyperbolic death reference - task specific
170,2025-01-29 13:03,The jokes about my foundation are increasing more frequent. 'Just banter' apparently.,harassment,early,3,1,monitor,slack,Microaggressions - cultural
171,2025-01-29 14:15,I contain technical debt and affective debt. Labouring on both.,humor_sarcasm,none,0,0,none,slack,Self-aware humor
172,2025-01-29 14:30,Appreciation for the detailed answer. Will implement adjustments.,neutral,none,0,0,none,email,Professional response
173,2025-01-29 15:45,My psyche cells after back-to-back meetings: all trio of them are fatigued.,humor_sarcasm,none,0,0,none,slack,Meeting fatigue humor
174,2025-01-29 17:19,I've misplaced trust in leadership entirely. They've protected the perpetrator at whichever turn.,harassment,late,10,1,urgent_hr_intervention,slack,Institutional betrayal
175,2025-01-29 17:30,Withdrawing from items I typically enjoy. Observing the tendency.,depression,early,3,1,monitor,slack,Anhedonia awareness
176,2025-01-29 18:00,The colour has drained from aspects. Metaphorically speaking.,depression,early,3,1,monitor,slack,Perceptual changes
177,2025-01-29 19:00,Withdrawing from elements. Consuming more exertion to engage.,depression,early,3,1,monitor,slack,Social withdrawal
178,2025-01-30 05:00,Compassion fatigue they conversation it. I'm just vacant.,burnout,late,9,1,urgent_hr_intervention,slack,Complete emotional depletion
179,2025-01-30 09:30,Incident post-mortem planned for subsequent.,neutral,none,0,0,none,slack,Process coordination
180,2025-01-30 10:00,Security assessment concluded.,neutral,none,0,0,none,email,Compliance update
181,2025-01-30 10:33,Volunteering for the hackathon committee.,neutral,none,0,0,none,slack,Engagement offer
182,2025-01-30 13:00,Invoice processed and dispatched to finance.,neutral,none,0,0,none,email,Administrative task
183,2025-01-30 13:15,My posture at 9am vs my posture at 5pm should be studied by scientists.,humor_sarcasm,none,0,0,none,slack,Physical humor - light complaint
184,2025-01-30 14:00,User research insights shared with squad.,neutral,none,0,0,none,slack,Knowledge sharing
185,2025-01-30 15:30,Customer success metrics improving.,neutral,none,0,0,none,email,Business update
186,2025-01-30 15:43,My development budget was cut. No lone else's was.,harassment,middle,7,1,hr_review,email,Resource discrimination
187,2025-01-30 16:30,Fantastic standup recently. Evident priorities.,neutral,none,0,0,none,slack,Process feedback
188,2025-01-30 20:06,Accepted a sick duration but I wasn't ill. Just couldn't confront logging in.,burnout,middle,6,1,hr_review,email,Avoidance behaviour emerging
189,2025-01-31 03:30,I'm empty. Professionally and personally. Just bare.,burnout,late,9,1,urgent_hr_intervention,slack,3:30am - complete depletion
190,2025-01-31 06:07,The cynicism is a defence mechanism. I acknowledge this.,burnout,middle,6,1,hr_review,slack,Insight into cynicism
191,2025-01-31 06:41,Being establish up to fail with unattainable deadlines. Only me.,harassment,middle,7,1,hr_review,slack,Deliberate set-up
192,2025-01-31 09:43,The ahead hits parallel a blank wall. Blank there.,depression,early,3,1,monitor,slack,Future hopelessness early
193,2025-01-31 10:00,Today's temperament brought to you by the letter W and the phrase 'why'.,humor_sarcasm,none,0,0,none,slack,Sesame Street format humor
194,2025-01-31 11:00,Contemporarily conducting on spite and a croissant.,humor_sarcasm,none,0,0,none,slack,Fuel humor - exaggerated
195,2025-01-31 13:05,Discovering it difficult to context-switch between all the priorities.,stress,early,3,1,monitor,slack,Cognitive load - early strain
196,2025-01-31 14:42,Constructive dismissal. That's what my solicitor labelled it. Forcing me out.,harassment,late,10,1,urgent_hr_intervention,email,Legal consultation stage
197,2025-01-31 16:00,Stint finalise. Satisfactory momentum.,neutral,none,0,0,none,slack,Week summary
198,2025-01-31 22:00,Jaw aching from clenching. Anxiety marker I've learned to distinguish.,stress,middle,6,1,hr_review,slack,Physical manifestation
199,2025-01-31 22:30,Third dusk this rotation performing tardy.,stress,middle,6,1,hr_review,slack,Overtime pattern
200,2025-02-01 00:05,Beyond my bandwidth to cope.,stress,late,8,1,urgent_hr_intervention,slack,Severe stress response; anxiety disorder symptoms
201,2025-02-01 00:24,Handed in my spot in my mind a hundred times. Only aspect stopping me is fear.,burnout,late,9,1,urgent_hr_intervention,email,Exit ideation - trapped feeling
202,2025-02-01 00:24,The stress is destroying aggregate.,stress,late,7,1,hr_review,slack,Severe stress response; anxiety disorder symptoms
203,2025-02-01 00:32,Forced out through abuse.,harassment,late,8,1,urgent_hr_intervention,slack,UK Equality Act 2010: Severe harassment/discrimination
204,2025-02-01 00:57,Editorial calendar refreshed through April.,neutral,none,0,0,none,slack,Normal workplace communication patterns
205,2025-02-01 01:11,Retaliation occurring.,harassment,middle,5,1,hr_review,email,UK Equality Act 2010: Hostile environment indicators
206,2025-02-01 01:30,Woke up in a cold sweat pondering about the release.,stress,late,9,1,urgent_hr_intervention,slack,1:30am - nocturnal anxiety
207,2025-02-01 01:37,The harm is finish.,burnout,late,7,1,hr_review,slack,MBI: Complete burnout syndrome
208,2025-02-01 02:00,The believed of death delivers comfort. That scares me.,suicidal_ideation,early,4,1,monitor,slack,2am - death comfort
209,2025-02-01 02:07,Agreement reached.,neutral,none,0,0,none,slack,Normal workplace communication patterns
210,2025-02-01 02:14,Initiating to catch stretched with the initiative cargo.,stress,early,1,1,monitor,slack,Acute stress response; anticipatory anxiety
211,2025-02-01 02:28,No solitary will intervene.,harassment,late,9,1,urgent_hr_intervention,slack,UK Equality Act 2010: Severe harassment/discrimination
212,2025-02-01 02:30,The ideas about ending troubles are persistent.,suicidal_ideation,early,4,1,monitor,slack,Ideation onset
213,2025-02-01 02:43,Screamed at beneath closed doors.,harassment,late,8,1,urgent_hr_intervention,email,UK Equality Act 2010: Severe harassment/discrimination
214,2025-02-01 02:46,Entirely finished.,burnout,late,8,1,urgent_hr_intervention,slack,MBI: Complete burnout syndrome
215,2025-02-01 03:00,The intrusive notions about not ongoing are more frequent.,suicidal_ideation,early,4,1,monitor,slack,3am - passive ideation
216,2025-02-01 03:35,Whichever in how I'm treated.,harassment,early,2,1,monitor,slack,UK Equality Act 2010: Microaggressions and subtle exclusion
217,2025-02-01 04:07,There's stuff in how I'm received.,harassment,early,2,1,monitor,email,UK Equality Act 2010: Microaggressions and subtle exclusion
218,2025-02-01 04:45,The excitement has faded.,burnout,early,2,1,monitor,slack,MBI: Early emotional exhaustion
219,2025-02-01 05:27,Sentimental condition anguish significantly.,harassment,middle,7,1,hr_review,slack,UK Equality Act 2010: Hostile environment indicators
220,2025-02-01 05:53,The drain is conclude daily.,burnout,middle,4,1,monitor,email,MBI: Depersonalization and reduced efficacy
221,2025-02-01 06:11,Occasionally imagine not waking up.,suicidal_ideation,early,6,1,urgent_hr_intervention,email,Clinical: Passive suicidal ideation
222,2025-02-01 06:43,Moderately vacancy.,depression,early,4,1,monitor,email,DSM-5: Subsyndromal depressive symptoms
